,MAE,sMAPE,rMAE
2018-01-01,15.255434832572936,105.41113679543439,0.5948310956293061
2018-01-02,6.549074794451396,34.02451637079565,0.544942603289649
2018-01-03,16.557652257283532,59.635622651324816,1.0166645027113996
2018-01-04,8.43554837544759,27.923262739695847,0.9434417307924049
2018-01-05,7.309015550613405,30.570768290498567,0.5757019140620996
2018-01-06,5.262564131418864,15.49271713281248,0.48219577426813554
2018-01-07,7.111161190668741,30.053113829156104,1.1452682094755722
2018-01-08,6.42369060198466,19.852201119927457,0.18049356020328025
2018-01-09,7.600711034138999,15.376595893172828,0.4212865238321847
2018-01-10,2.21215106010437,5.673993916455833,0.11563276003507619
2018-01-11,4.930423669815063,10.693609069368009,0.3879041733340814
2018-01-12,3.2938460731506343,6.650879499348104,0.26842888202246257
2018-01-13,5.138113489151001,12.304107404463295,0.8252892768011244
2018-01-14,5.379012498855591,14.07115272796923,0.3444588824711409
2018-01-15,7.398200461069742,15.55397203526279,0.7417052135246828
2018-01-16,7.470965455373128,22.083773957647836,0.5589076741029116
2018-01-17,3.5040790907541908,10.046159694742052,0.6782635549487909
2018-01-18,5.029327936172486,16.63279782970494,0.49556131899716566
2018-01-19,2.155474093755086,5.511497595599121,0.39489601717650435
2018-01-20,5.393062562942504,15.015765320466201,0.9197946383642701
2018-01-21,2.8504095013936355,8.071722652120217,0.5618415574363277
2018-01-22,4.275378551483154,13.092948621603199,0.787664736590126
2018-01-23,3.9251253795623775,10.877516339518767,0.6863607221092682
2018-01-24,4.897043132781982,16.19778934239155,0.9198484400623589
2018-01-25,5.9857069238026925,19.774516986164894,1.2899072117380317
2018-01-26,9.056486771901449,23.147644338120557,2.0811536051860857
2018-01-27,4.54352726618449,13.33859248534475,0.9278816745101071
2018-01-28,4.8242888863881435,21.33663124093427,0.4213506069118797
2018-01-29,3.8220155938466394,12.381805947683567,0.7988884711053766
2018-01-30,5.4292476336161295,13.779888272122385,0.9874351561593447
2018-01-31,5.181393413543701,13.859864887406045,0.7102258377123126
2018-02-01,2.1287874476114905,5.349136939491025,0.31096103921287754
2018-02-02,2.467776918411255,5.781455502024943,0.5855907261406973
2018-02-03,3.1458774121602375,8.123369071191599,0.6662641889502797
2018-02-04,5.777997639973958,16.54919560575786,0.43953072380150554
2018-02-05,2.78115845044454,6.1344185760855074,0.3388041358848229
2018-02-06,5.384735339482624,10.925962943533712,0.6050264426384973
2018-02-07,2.6779756037394207,5.276276624767736,0.17064415486869716
2018-02-08,3.3321245765686043,6.565347433716393,0.2291892065389806
2018-02-09,8.061691913604736,15.437482370358065,1.5502011531649202
2018-02-10,3.727627789179484,8.860871665356388,1.0602401865407398
2018-02-11,6.707946608861287,25.91789322053421,0.6892611149234529
2018-02-12,11.361797885894775,25.930716950901843,1.9848824374834375
2018-02-13,4.149261264801026,9.110306761763,0.4851991344534429
2018-02-14,4.546983299255371,10.207782139499521,0.6699465847021235
2018-02-15,2.7918163935343414,6.966978856313423,0.2175865215458342
2018-02-16,1.738772261937459,4.03040240144106,0.41568417458411216
2018-02-17,1.978608045578003,4.985583459201546,0.528862825413432
2018-02-18,2.7266829490661615,7.5828191345015545,0.2690584276687274
2018-02-19,5.492541608810424,11.049479726999802,1.1469677073997229
2018-02-20,2.1137522315979007,4.4406408679112515,0.2800599180653065
2018-02-21,2.951762250264485,6.355706317906032,0.5357910604019638
2018-02-22,3.214975299835205,6.699576277578655,0.3895955930120925
2018-02-23,4.36251656850179,8.720049470665385,0.45937345403669255
2018-02-24,7.796673628489177,16.59262956803257,0.9089239184132716
2018-02-25,3.7279475593566906,7.867991784145119,0.6950263452541021
2018-02-26,5.276316293080648,8.815382607305377,0.49955260970427057
2018-02-27,9.534335409800212,13.235026366631649,0.47872141642127464
2018-02-28,11.078319377899168,16.658309455801675,0.5871252402993928
2018-03-01,23.19713833491008,29.585379066974472,0.6999036005705545
2018-03-02,35.23730620066325,38.87206267342245,0.6996387610575447
2018-03-03,8.053612378438315,14.55138270325336,0.8254823706278862
2018-03-04,4.534145908355712,9.047071507428502,0.8151273543111394
2018-03-05,6.7383603159586585,12.265183533273804,1.0750558238583245
2018-03-06,2.7988747660319007,5.4278561177307925,0.1467396168048706
2018-03-07,1.9506033198038735,4.216345805282328,0.1080666659171121
2018-03-08,4.219041067759196,8.768233714776642,0.11322358648144458
2018-03-09,3.0304738394419366,6.976504638192791,0.05198402709337113
2018-03-10,2.2551976617177325,6.239908656268503,0.11767016083924076
2018-03-11,3.785348332722981,12.99297049942478,0.1893660447844743
2018-03-12,8.721108697255453,20.671871684829814,0.7389726335762281
2018-03-13,9.30463591257731,16.884535868615554,1.293208604944727
2018-03-14,6.157647679646811,12.474347734974101,1.0995799427940733
2018-03-15,11.738993616104125,30.44869845941301,0.9072157359088682
2018-03-16,4.931725254058837,9.576944531539926,0.5075967325560171
2018-03-17,9.269777844746907,18.50866614124939,0.5071225627397442
2018-03-18,7.1735147412618,19.996735882852256,0.7051292340689843
2018-03-19,4.7137024815877275,8.006929976661308,0.4815018495769545
2018-03-20,10.31172918955485,20.03742429302065,0.9433976310346374
2018-03-21,8.612125644683838,15.291008191951896,1.1158614450813158
2018-03-22,5.458127670288086,9.391320884630328,0.2928376457803279
2018-03-23,7.830652936299643,13.468036307168477,1.713959603020442
2018-03-24,5.726158154805501,11.624185607732834,0.76095124980804
2018-03-25,5.970474395751954,14.642002375684942,0.9093246953804219
2018-03-26,4.49017323811849,7.799119932092717,0.7355413126397091
2018-03-27,6.602038415273031,13.165849273670826,0.8266756506837417
2018-03-28,4.136630821228028,9.001263734391518,0.352641422617386
2018-03-29,5.296736812591553,10.622937139157052,0.4152674882470837
2018-03-30,2.8396278953552243,6.1834390594389586,0.2762283944898078
2018-03-31,3.234537534713745,8.7657925774496,0.3387098077277799
2018-04-01,5.764393825531006,20.88288145570598,0.46914256778033897
2018-04-02,6.737970921198527,21.21663338523467,0.29460976882631557
2018-04-03,8.084631109237671,23.52511401180106,0.8728739332480278
2018-04-04,3.2182495244344076,10.195941606022672,0.38181812539634075
2018-04-05,3.3740666325887045,8.839351834346981,0.34351842863500154
2018-04-06,7.408557672500611,18.473910697815764,1.0130783667028356
2018-04-07,5.497310851414999,20.967826423962887,0.5975067272042025
2018-04-08,5.295294186274211,22.871546508436115,0.8664239192158513
2018-04-09,11.16223555882772,28.11845124566652,0.70706728624331
2018-04-10,3.8572846190134684,8.493861876166143,0.5627649292177704
2018-04-11,7.581958309809366,17.53070544276094,0.8102186180837294
2018-04-12,7.087849267323812,15.843394595250663,0.7617589110016187
2018-04-13,5.866605428059896,11.647615956051377,0.5861232631481038
2018-04-14,3.3452098337809244,8.778892115901439,0.33585039117649945
2018-04-15,9.589021717707316,24.186550521424437,0.5782034099416501
2018-04-16,3.816355171203613,7.7788578261261065,1.604915439090358
2018-04-17,4.170306332906088,9.809591278337724,0.8048842138298841
2018-04-18,4.09390300432841,9.891639327106958,0.3810645055223465
2018-04-19,4.623689037958782,10.644097795408625,0.452729537395499
2018-04-20,2.865307909647624,6.895556431175478,0.3563631125643518
2018-04-21,10.400720974604289,25.53240453983318,1.0424610707475588
2018-04-22,15.987322584788004,67.03210180889444,0.736092817470959
2018-04-23,3.905565099716186,14.977399005154599,0.3434596108357644
2018-04-24,2.9822770055135095,7.71227791825577,0.4746959021907695
2018-04-25,7.218811925252279,19.949377569903028,0.7703489826858814
2018-04-26,4.524129339853922,13.151076723185856,0.5795521972591092
2018-04-27,6.46615062713623,15.695573209983001,1.4832038139278367
2018-04-28,9.51548467318217,25.29760696485931,1.0657627037351693
2018-04-29,11.903121417363485,34.84955557479405,0.6608409031361439
2018-04-30,10.85246528307597,48.185758667806525,0.7684067937037504
2018-05-01,8.472746254603068,33.94842380677536,0.6764217620599882
2018-05-02,6.774994395573934,17.780677503418683,0.735879188512737
2018-05-03,7.505059474309285,15.102803686826869,0.5452442179004778
2018-05-04,7.311796506245931,15.41847664092105,1.2313740519956657
2018-05-05,13.186248677571614,31.255302641348926,0.9495048552706834
2018-05-06,10.313066705067952,33.56944158645537,0.540989685525509
2018-05-07,6.573278118769327,14.403749422417125,0.25644311396739794
2018-05-08,7.8062051582336425,16.468087782742366,0.38592041321140236
2018-05-09,6.83167381922404,14.594375513741756,0.8378138562155184
2018-05-10,10.632620124816896,30.52439554742386,0.8191540928210241
2018-05-11,7.122543913523355,15.435915357362987,1.2451092863614284
2018-05-12,8.770548343658447,22.422706517826352,0.5522435729032499
2018-05-13,15.731936667760214,43.8808485893406,0.7608239229965043
2018-05-14,10.24598523457845,28.101057008461755,0.7900772575179372
2018-05-15,5.2634957408905025,11.818851066106768,0.7013708166196883
2018-05-16,8.373330240249635,18.287240275096227,1.1412989877668744
