,MAE,sMAPE,rMAE
2018-01-01,28.46196591556072,102.29909535898562,0.8776543818959763
2018-01-02,11.362998321851094,40.83065009491653,0.29604633157952437
2018-01-03,10.361817096074423,83.22146014695892,0.3955080718001593
2018-01-04,12.15762343386809,63.93134826990855,0.8984295421770305
2018-01-05,10.424207426706952,54.011311168842845,0.8541806761615857
2018-01-06,6.305289325714111,18.364071618072963,0.26592440835261427
2018-01-07,4.655398139953614,19.730906988606094,0.22398323147943533
2018-01-08,8.287011439005534,29.58985844397466,0.1452598065543371
2018-01-09,8.6198450756073,37.70672107270627,1.0974869061781176
2018-01-10,6.465178410212199,17.677820313683547,0.19976090356626042
2018-01-11,5.657201976776122,12.25216603110853,0.3166344389986636
2018-01-12,3.6488244597117117,8.686637350541776,0.2714562524274057
2018-01-13,2.6915145206451427,7.549176244558716,0.6038170545474241
2018-01-14,2.23224791208903,7.19379774553965,0.42475184246520836
2018-01-15,14.362749433517456,49.13108669705563,1.4403559518820783
2018-01-16,8.7975250796477,60.81083772488296,1.3461307103063105
2018-01-17,6.118324468930563,21.894209707329434,0.49761017741818936
2018-01-18,5.363202145397662,34.99137154366039,0.3080382221067915
2018-01-19,4.953207546869914,14.057890366921812,1.7228547989112744
2018-01-20,4.627023429870605,13.27226128448607,0.9520624341297542
2018-01-21,2.5985246022542317,7.553781212800594,0.4352637524713956
2018-01-22,4.477054284413656,14.713296474720503,0.2921405732080689
2018-01-23,6.4587018712361655,19.188243714739514,0.48940373475726323
2018-01-24,7.323020807902019,27.41164553134876,1.3277366426656225
2018-01-25,7.936509976287682,49.49556268681099,1.387400680536852
2018-01-26,9.102838436762491,22.557618851118995,1.9459171860897815
2018-01-27,6.347523670196533,25.562402904317217,0.6817047840189592
2018-01-28,5.878640905221303,70.02368394162738,0.1992815923123694
2018-01-29,6.803334204753241,52.19629808267355,0.3177210424278137
2018-01-30,14.426346402764318,61.838641011589665,1.3115853991451765
2018-01-31,10.192021900812783,29.10273535099123,1.609372495687261
2018-02-01,5.3632132530212395,17.72845363388519,0.6700875530871455
2018-02-02,7.187516574859619,20.51366458116288,1.5399071397663888
2018-02-03,4.847571086883545,12.594671048999494,0.6062937416499301
2018-02-04,2.1787299283345543,6.319016190507877,0.07658886863039459
2018-02-05,3.676014944712321,8.824560387271895,0.12844404133692797
2018-02-06,5.902606760660807,13.769867263289049,0.5204355703742077
2018-02-07,4.683015556335449,9.784951691827668,0.2600892633051415
2018-02-08,6.77807669321696,14.078512632373094,0.4265847816573321
2018-02-09,3.392049357096353,8.20039778573122,1.557474355659317
2018-02-10,4.878638718922933,12.853033273845407,2.0592214079168203
2018-02-11,16.094405183792116,98.69402076735395,0.7289132782514545
2018-02-12,6.765239024162291,20.80258748312261,0.5397976547754081
2018-02-13,5.046676155726115,13.745592809634266,0.6715842957439798
2018-02-14,6.94226585706075,18.205999251206514,0.9088222362377024
2018-02-15,4.643620462417602,14.56936989846492,0.295622937207943
2018-02-16,4.2623595460255945,11.10906481590816,1.9653531047956634
2018-02-17,3.388431504567464,8.557943413548514,1.2031714175117492
2018-02-18,2.7818289279937747,7.366503021585389,0.11083167760396188
2018-02-19,9.48690874417623,20.42550535557474,0.542509494770496
2018-02-20,5.067978553771973,11.732350039549793,0.536459600805043
2018-02-21,6.214066886901855,14.449739331038488,0.9013514159654571
2018-02-22,8.42264233271281,19.505460528400068,0.6352516136674129
2018-02-23,5.5833686892191565,12.706552068136375,1.0612247449216738
2018-02-24,12.767637383143105,54.65707482838762,0.761527156407959
