,Price_DA,Load_DA,Load_AC,Gen_SC,Sol_DA,Won_DA
1/1/2015 0:00,27.38,8741,9560,11727,0,1396
1/1/2015 1:00,23.37,8525,9520,11730,0,1436
1/1/2015 2:00,19.33,8308,9277,11711,0,1476
1/1/2015 3:00,17.66,8194,9132,11705,0,1502
1/1/2015 4:00,17.53,8215,9083,11725,0,1513
1/1/2015 5:00,18.07,8352,9102,11729,0,1513
1/1/2015 6:00,25.23,8570,9353,11848,0,1509
1/1/2015 7:00,26.8,8754,9567,11903,0,1517
1/1/2015 8:00,26.97,8911,9629,11961,0,1536
1/1/2015 9:00,26.29,9014,9733,12003,0,1555
1/1/2015 10:00,26.06,9302,10024,11948,0,1573
1/1/2015 11:00,25.56,9553,10248,11963,0,1586
1/1/2015 12:00,25.91,9688,10425,11981,0,1600
1/1/2015 13:00,25.42,9723,10528,12003,0,1603
1/1/2015 14:00,26.78,9762,10642,12141,0,1616
1/1/2015 15:00,27.51,10104,10902,12243,0,1628
1/1/2015 16:00,28.32,10344,11095,12262,0,1621
1/1/2015 17:00,28.36,10329,11079,12243,0,1609
1/1/2015 18:00,28.18,10142,10858,12239,0,1596
1/1/2015 19:00,27.81,9939,10580,12235,0,1590
1/1/2015 20:00,27.46,9579,10334,12238,0,1608
1/1/2015 21:00,27.06,9223,10042,12191,0,1646
1/1/2015 22:00,26.4,8756,9611,12188,0,1690
1/1/2015 23:00,18.36,8344,9279,12092,0,1728
1/2/2015 0:00,17.78,8082,8795,11786,0,1651
1/2/2015 1:00,9.62,7860,8579,11779,0,1661
1/2/2015 2:00,7.67,7779,8471,11787,0,1667
1/2/2015 3:00,10.83,7780,8460,11796,0,1680
1/2/2015 4:00,23.14,7914,8482,11845,0,1689
1/2/2015 5:00,26.1,8317,8793,11894,0,1705
1/2/2015 6:00,27.25,9083,9501,12161,0,1719
1/2/2015 7:00,28.37,9942,10235,12268,0,1730
1/2/2015 8:00,28.37,10391,10652,12340,0,1751
1/2/2015 9:00,28.32,10372,10875,12366,0,1764
1/2/2015 10:00,28.3,10544,11125,12379,0,1768
1/2/2015 11:00,28.39,10745,11272,12376,0,1762
1/2/2015 12:00,28.3,10746,11226,12390,0,1747
1/2/2015 13:00,28.24,10781,11211,12393,0,1741
1/2/2015 14:00,28.12,10917,11275,12405,0,1755
1/2/2015 15:00,28.23,11297,11639,12422,0,1769
1/2/2015 16:00,28.59,11621,11982,12443,0,1776
1/2/2015 17:00,28.73,11666,12011,12428,0,1764
1/2/2015 18:00,28.48,11542,11808,12418,0,1759
1/2/2015 19:00,28.38,11198,11545,12419,0,1760
1/2/2015 20:00,27.85,10772,11223,12404,0,1771
1/2/2015 21:00,27.45,10248,10857,12376,0,1782
1/2/2015 22:00,27.2,9682,10390,12237,0,1790
1/2/2015 23:00,25.94,9214,10113,12171,0,1802
1/3/2015 0:00,17.57,9706,9788,12093,0,1888
1/3/2015 1:00,16.87,9510,9590,12060,0,1881
1/3/2015 2:00,5.75,9410,9878,12023,0,1870
1/3/2015 3:00,5.09,9369,10058,12004,0,1857
1/3/2015 4:00,7.64,9423,10056,12002,0,1837
1/3/2015 5:00,23.85,9576,9713,11974,0,1810
1/3/2015 6:00,22.92,9903,10042,12002,0,1777
1/3/2015 7:00,26.75,10293,10343,12044,0,1735
1/3/2015 8:00,26.98,10707,10558,12107,0,1694
1/3/2015 9:00,27.52,10600,10774,12198,0,1640
1/3/2015 10:00,27.72,10890,11165,12146,0,1577
1/3/2015 11:00,27.73,10933,11385,12073,0,1520
1/3/2015 12:00,27.66,10929,11384,12029,0,1475
1/3/2015 13:00,27.65,10868,11312,11970,0,1416
1/3/2015 14:00,27.81,10993,11441,11903,0,1349
1/3/2015 15:00,28.37,11316,11730,11894,0,1291
1/3/2015 16:00,29.23,11684,12162,11891,0,1257
1/3/2015 17:00,29.53,11772,12214,11857,0,1241
1/3/2015 18:00,29.75,11626,12046,11912,0,1234
1/3/2015 19:00,29.46,11370,11694,11834,0,1215
1/3/2015 20:00,28.69,11097,11353,11778,0,1205
