,MAE,sMAPE,rMAE
2018-01-01,24.199122734069828,94.7025686945493,1.422048788270796
2018-01-02,6.794038604100545,16.831295225976188,0.7509991087804582
2018-01-03,7.917453212738038,17.646968178919956,2.15172547962533
2018-01-04,8.839045674006144,19.727766537049675,2.433881323728172
2018-01-05,5.583197956085205,13.836264527271036,1.224497404240564
2018-01-06,3.8785163338979083,10.797784379874921,0.4229955103769417
2018-01-07,9.631644121805826,34.41798152258583,0.7550776080333828
2018-01-08,14.565761330922443,35.38599792012038,0.44938138337614714
2018-01-09,3.2262149683634447,7.133603226879217,0.6767691568981966
2018-01-10,3.165973504384358,6.847075008931565,0.6362167303460152
2018-01-11,5.150596122741699,10.895078923218897,1.4893289993469976
2018-01-12,3.769956525166829,8.590440229498515,1.2039781317898053
2018-01-13,6.935889466603597,17.853502619615313,1.5867061976788326
2018-01-14,2.22646479288737,5.464152925810564,0.1672147797887623
2018-01-15,5.046533870697021,10.134674565233185,0.9346875512944014
2018-01-16,2.898660322825114,6.4293827354380255,1.1436437242775397
2018-01-17,3.1289439519246423,7.442205999068436,1.4306468821907297
2018-01-18,2.6362912813822432,5.927401195127675,0.8485916141788341
2018-01-19,2.7248054949442544,6.111970856689652,0.8333800417823641
2018-01-20,3.9791758346557615,9.444401443657402,1.2281406897085685
2018-01-21,2.934364887873332,7.99415331915333,0.6869367665719857
2018-01-22,3.6053831958770743,8.828026636197206,0.9936747439256979
2018-01-23,2.9763181114196793,6.819264301370537,0.8997560734862362
2018-01-24,3.835094985961914,8.79252777507389,1.0410844888936313
2018-01-25,2.9390999094645185,6.575706381092357,1.4652762323877946
2018-01-26,4.159606965382894,9.292305707517741,1.6741668148447
2018-01-27,2.9078209686279295,6.826466163800999,1.5922359855594408
2018-01-28,4.100012159347535,10.307555385879768,0.9171431803927748
2018-01-29,3.8801563707987463,8.568420220524448,1.4254362911245966
2018-01-30,2.4439958763122562,5.443700677750776,2.2209731553008
2018-01-31,3.5879609998067217,8.237439702113784,3.0721036031167075
2018-02-01,3.438149598439535,7.797259912579333,2.788630968656603
2018-02-02,2.562101446787516,5.609665076034504,1.701450877778096
2018-02-03,3.3208725484212245,7.618609944933273,1.7255020818815636
2018-02-04,2.662367394765218,6.562483325097823,1.2159242145454847
2018-02-05,4.883064823150636,9.921756819201788,0.9020439944243785
2018-02-06,5.898697376251221,11.384672885269751,0.9709123999041855
2018-02-07,6.214322363535563,12.54617492884463,1.268660570983783
2018-02-08,7.834830881754558,15.864755073672466,1.2234754451305183
2018-02-09,3.4148296801249187,7.32129761338536,1.1502584185683937
2018-02-10,2.183674278259277,4.9913183585078205,0.877859006335388
2018-02-11,5.687098846435546,14.402618246559948,2.7243587288314
2018-02-12,3.302537784576416,7.109672409388167,1.1116536722276855
2018-02-13,2.737867132822672,5.7880934080110436,0.5859533724607109
2018-02-14,3.637565860748291,8.097755484439457,0.8433305704980583
2018-02-15,3.203275051116943,6.979598208749294,0.7172849526666041
2018-02-16,3.849666798909505,8.637403874783713,1.4402494649076873
2018-02-17,4.4831102879842115,10.269746842244071,2.0400956941907675
2018-02-18,2.0609103139241545,5.054923966056977,1.8856975804109655
2018-02-19,3.1588852373758947,6.569047527174489,1.607234379839336
2018-02-20,8.96982343037923,18.822531069769923,2.9689113546973047
2018-02-21,6.901256968180339,13.731267737312628,1.446678026345778
2018-02-22,5.665888156890869,11.143973396015488,0.9186685296945064
2018-02-23,2.8150352096557616,5.323553385350908,0.3848305139652442
2018-02-24,7.172060826619467,13.4465227893686,0.6626735701207592
2018-02-25,8.033865801493327,14.713126088396233,0.4659114131931177
2018-02-26,7.449008522033691,10.131101379201006,0.38655150279748446
2018-02-27,20.198423493703206,21.821715515379804,0.5023650346634855
2018-02-28,14.321014200846355,16.138944130618388,0.4385550206965657
2018-03-01,17.847678559621173,23.27681470058031,0.6492819460239316
2018-03-02,32.18993330001831,41.08704157597128,0.8988776795006683
2018-03-03,10.88230796178182,17.486470132455967,4.714357239761076
2018-03-04,6.09188035329183,12.24801583816806,1.0931224559177861
2018-03-05,4.619311714172363,7.884163832571618,0.5777449639904982
2018-03-06,5.074855448404947,9.562634351615085,0.143828122578256
2018-03-07,5.341252683003744,10.296125619966858,0.16789792323783873
2018-03-08,3.0845217323303213,6.417145005444377,0.09496680210376605
2018-03-09,4.277083651224772,9.288431176362916,0.10492692183317442
2018-03-10,2.5030903053283686,5.861771837732908,0.2023380509527816
2018-03-11,7.9484420617421465,28.860841055641878,0.3240734735692639
2018-03-12,3.220594685872397,8.302131033783734,0.17964132396155327
2018-03-13,13.455620679855345,28.385517022753042,3.4765302650073027
2018-03-14,4.834606285095215,9.841150935250068,1.0939054477447456
2018-03-15,13.439691340128581,25.588078351822286,1.8266654896539014
2018-03-16,11.529291839599608,20.851131405378872,1.11826303002906
2018-03-17,14.729886016845702,28.773035541012078,0.9859086493691522
2018-03-18,5.427182000478108,11.403594699831352,0.31645376096082267
2018-03-19,7.39748670578003,12.963423670886298,0.4414213847307825
2018-03-20,5.277165412902833,9.37244506383164,1.048964468359019
2018-03-21,11.687249024709066,20.970521919540598,1.2559056890526443
2018-03-22,8.2455521774292,14.290227578004764,1.491732641778236
2018-03-23,8.372533575693765,15.290408637682992,1.4008700907463076
2018-03-24,3.766585477193196,8.426928048550124,0.3285648655277022
2018-03-25,3.0696106910705576,9.418587716361202,0.25260820390101973
2018-03-26,17.502613677978516,36.11887980308856,4.22513305443054
2018-03-27,7.4544335619608555,14.653715158466726,1.4494564164875676
2018-03-28,6.528723869323731,13.764158660427487,0.8105181712382037
2018-03-29,6.228597857157389,13.086951017200157,0.6633518907112375
2018-03-30,3.3707390721639,8.827189447241947,0.19900552933982832
2018-03-31,3.3392985979715983,10.205311328915945,0.24769947875542683
2018-04-01,2.7913378000259392,14.849972582844245,0.2132216404106513
2018-04-02,4.635579433441162,17.005236695453576,0.173644305295127
2018-04-03,11.481026020050047,33.677923705535086,0.7448561200259539
2018-04-04,5.958826281229655,16.477840463586915,0.4441912993835002
2018-04-05,12.005995190938314,30.59267190375406,1.8344934397562842
2018-04-06,5.539453369776408,13.569504133440747,1.151853065973261
2018-04-07,4.643073838551839,17.912158083234527,0.7423968829130189
2018-04-08,6.596433240572611,29.839018588190356,1.5382277280775618
2018-04-09,9.711703443527222,25.58695464842638,0.80928052027587
2018-04-10,7.097947359085083,17.930707171795426,1.8742516956545496
2018-04-11,4.213412135442098,11.02718495847072,1.3818241493660885
2018-04-12,9.928092438379922,26.102911049465522,3.0442598507872507
2018-04-13,10.498643045425416,24.365250934600294,1.4996276222486011
2018-04-14,4.57402813911438,13.58133888541944,0.5758021260883562
2018-04-15,6.806843957901002,23.482667384648572,0.8568354924453164
2018-04-16,7.833631560007731,18.36593410952506,2.000927601534542
2018-04-17,5.880706513722738,13.855355602315097,1.1519503454892732
2018-04-18,5.2479571437835695,12.928043021070579,0.943170371804745
2018-04-19,4.4225120194753,11.393141378267234,0.668095225451043
2018-04-20,4.722000929514567,12.398001931028729,0.5791497460565699
2018-04-21,4.5084335867563885,14.746381538296424,1.5391522913535323
2018-04-22,8.402654759089152,46.98253718243829,0.6105840929458026
2018-04-23,3.622247816721598,12.18043911615259,0.2946813586024825
2018-04-24,5.554755277633666,15.748944596941989,0.5291082975996506
2018-04-25,5.710064115524292,19.5263547298773,0.448346328510708
2018-04-26,6.398151750564575,20.735245779207247,0.9628520316876713
2018-04-27,6.405930395126343,18.07559885741154,3.838759787341628
2018-04-28,4.012282416025798,14.500596192459945,0.9958094931191225
2018-04-29,5.778764138221741,33.66933005260797,1.2293063226140917
2018-04-30,8.318516445159913,59.62735694837531,0.511096192421888
2018-05-01,29.167472310066227,157.85986610240866,0.7220713958715052
2018-05-02,15.734172304471334,51.22705514326725,1.444661751816489
2018-05-03,8.110143378575643,21.600265105445246,0.9264764676368005
2018-05-04,4.726123698552449,12.32057578587888,1.5971130493559387
2018-05-05,4.364249649047852,16.989871536657187,1.2861246509964201
2018-05-06,5.906249621709187,46.37840403293566,1.3905237484895085
2018-05-07,10.4146967569987,35.781346750164644,0.588207093161314
2018-05-08,4.795938421885173,15.58697678896683,0.1317113195162423
2018-05-09,8.760411450068156,27.13252215851409,2.548483330928918
2018-05-10,6.172813040415446,24.972212767268477,0.33719702508244154
2018-05-11,14.655133873621622,47.73665053445402,3.829321861370919
2018-05-12,5.3299036026000985,17.32973483500995,0.9062535349798254
2018-05-13,6.346077095667522,46.374304801159944,1.6794117355388745
2018-05-14,9.584904236793518,32.585827086292404,4.222424773917848
2018-05-15,11.850753288269042,32.79837331543794,1.2637995064139391
2018-05-16,9.471591033935548,24.49726141856642,1.3627371549334761
2018-05-17,4.286060218811035,12.284548637089376,0.3196862518303908
2018-05-18,8.921527519226075,24.683818194357354,3.283997859837819
2018-05-19,4.945459089279176,14.949753900244907,1.9771950381925738
2018-05-20,4.574083344141641,29.154095201128,0.9471786044814443
2018-05-21,10.19629280090332,77.27295246050156,0.4650355881982435
2018-05-22,11.94771884918213,34.706391838678606,5.1498788143026415
2018-05-23,8.717350028355916,22.297644575860545,4.697269885059319
2018-05-24,5.117074604034424,13.357963559697488,1.7925819660900044
2018-05-25,9.82876161257426,28.052642352737372,5.333264270897182
2018-05-26,3.7721211465199787,11.06669045095684,3.2160180290046
2018-05-27,3.090315392812093,11.591267657367334,0.3775007351121812
2018-05-28,18.311586062113445,49.17957092418647,0.531001480705044
2018-05-29,4.916272007624308,11.732682216438688,1.1907410251587789
2018-05-30,10.932615880966189,25.974112383906384,1.9826415380322542
2018-05-31,4.1558190377553315,10.408195528225887,0.8603438014847575
2018-06-01,12.687256800333659,29.874847660924615,1.5335893387459472
2018-06-02,6.197505035400391,16.7173648541597,1.329104823962196
2018-06-03,3.3372912057240804,9.966554238669186,0.5857894312687626
2018-06-04,7.49543581644694,16.813678369522403,4.188369257153121
2018-06-05,10.236839590072632,22.021822756818956,1.322375532384645
2018-06-06,7.931601428985597,16.240663782414142,1.4207973898765067
2018-06-07,9.009455102284749,18.39359646252834,0.8479154639223322
2018-06-08,6.846392243703207,14.561797277972207,2.7518575422689153
2018-06-09,4.080734564463298,10.348540118619116,2.3407655245487367
2018-06-10,3.3128176848093673,9.671956321842172,3.0626973973584324
2018-06-11,9.263843835194905,20.422370287188805,5.251116014281474
2018-06-12,6.2129448286692295,13.486528453710948,2.6499142684922967
2018-06-13,3.8818340174357098,8.52895182568509,0.7836152444987555
2018-06-14,4.464941050211588,10.164417388450486,0.6516180310433453
2018-06-15,10.182382691701253,22.733984019810784,7.6920737992077415
2018-06-16,2.630686709086101,6.88480283836141,1.3752228494460126
2018-06-17,6.152437019348144,23.3189825522917,0.8467627506844562
2018-06-18,4.959058621724447,11.912571508659632,1.4353281104846447
2018-06-19,6.725174261728923,15.080423431275392,1.7521079275021076
2018-06-20,3.113384176890055,6.998539779863987,0.859951896022112
2018-06-21,5.712245731353758,13.273544342346607,1.3878710017462055
2018-06-22,5.754996283849081,20.189361360613393,0.28168191624664096
2018-06-23,4.011080147425333,17.653455347670967,0.2994181317477154
2018-06-24,9.799250181516012,44.254099746849036,2.296474996156472
2018-06-25,10.673676055272422,24.836498765827656,3.7610956588832494
2018-06-26,7.02081335067749,15.276028488966473,2.3893862793003366
2018-06-27,4.159950542449951,9.425022675082111,1.919608018050352
2018-06-28,5.162246437072753,11.581203409172886,1.1105585737696853
2018-06-29,9.405667165120441,22.760439941734237,0.5884671844705176
2018-06-30,6.195185206731161,15.875202226327259,0.3945349598300373
2018-07-01,6.264728517532348,20.43617122009956,0.7395282298990525
2018-07-02,6.054566548665366,13.330958016629943,2.6333743596949764
2018-07-03,7.641235497792562,16.250508880614856,2.145661073441225
2018-07-04,7.487980670928955,14.734941286813616,0.9527703112198861
2018-07-05,3.4690347989400223,7.334275874873472,0.7599199997678031
2018-07-06,4.888372052510579,10.787931472577828,1.246106524272479
2018-07-07,3.51109086672465,9.489738284023359,1.2289074055912441
2018-07-08,7.332995475133259,21.79257212460662,3.1842209408937614
2018-07-09,3.590459391276042,7.933788737015759,1.4687408452467188
2018-07-10,10.49101582845052,21.089553565828343,2.618662297273141
2018-07-11,6.997295767466227,14.030628213033339,2.8497386461766405
2018-07-12,4.127664941151937,8.227251607551453,1.3893963336275805
2018-07-13,5.484517180124918,11.442701742236727,2.1295649947095616
2018-07-14,6.224989776611328,14.114902385188048,0.8227311781412626
2018-07-15,9.308821036020914,22.786635096165462,0.823850228130769
